"HOG_ID"	"Pathway"	"Correlation"	"p_value"	"p_adj"
"81"	"OG_Cluster_6"	"Pathway_Cluster_42"	-0.952380952380953	0.28940322484679	0.889325114553168
"82"	"OG_Cluster_107"	"Pathway_Cluster_27"	0.952380952380953	0.28940322484679	0.889325114553168
"83"	"OG_Cluster_193"	"Pathway_Cluster_105"	-0.952380952380953	0.28940322484679	0.889325114553168
"84"	"OG_Cluster_214"	"Pathway_Cluster_69"	-0.952380952380953	0.28940322484679	0.889325114553168
"85"	"OG_Cluster_5"	"Pathway_Cluster_9"	0.952380952380953	0.319888641228816	0.901775951661148
"86"	"OG_Cluster_380"	"Pathway_Cluster_7"	-0.952380952380953	0.319888641228816	0.901775951661148
"87"	"OG_Cluster_9"	"Pathway_Cluster_57"	-0.952380952380953	0.319888641228816	0.901775951661148
"88"	"OG_Cluster_376"	"Pathway_Cluster_109"	-0.952380952380953	0.351812553117565	0.909420385227693
"89"	"OG_Cluster_608"	"Pathway_Cluster_77"	0.952380952380953	0.372624727024495	0.921519720053556
"90"	"OG_Cluster_447"	"Pathway_Cluster_19"	0.952380952380953	0.385120643556256	0.921519720053556
"91"	"OG_Cluster_255"	"Pathway_Cluster_96"	0.952380952380953	0.419753086419753	0.922975958071549
"92"	"OG_Cluster_325"	"Pathway_Cluster_40"	-0.952380952380953	0.419753086419753	0.922975958071549
"93"	"OG_Cluster_645"	"Pathway_Cluster_70"	-0.952380952380953	0.452798757426337	0.931163119282877
"94"	"OG_Cluster_3"	"Pathway_Cluster_84"	-0.952380952380953	0.455644890737582	0.931163119282877
"95"	"OG_Cluster_169"	"Pathway_Cluster_11"	-0.952380952380953	0.492726245016957	0.933588928763479
"96"	"OG_Cluster_352"	"Pathway_Cluster_27"	-0.952380952380953	0.570156320815768	0.942937342912275
"97"	"OG_Cluster_510"	"Pathway_Cluster_16"	-0.952380952380953	0.570156320815768	0.942937342912275
"98"	"OG_Cluster_36"	"Pathway_Cluster_39"	-0.952380952380953	0.651401495702482	0.954071443320596
"99"	"OG_Cluster_206"	"Pathway_Cluster_34"	-0.952380952380953	0.651401495702482	0.954071443320596
"100"	"OG_Cluster_254"	"Pathway_Cluster_10"	-0.952380952380953	0.651401495702482	0.954071443320596
"101"	"OG_Cluster_320"	"Pathway_Cluster_57"	-0.952380952380953	0.651401495702482	0.954071443320596
"102"	"OG_Cluster_495"	"Pathway_Cluster_81"	-0.952380952380953	0.651401495702482	0.954071443320596
"103"	"OG_Cluster_356"	"Pathway_Cluster_89"	-0.952380952380953	0.691465351646736	0.9590846338111
"104"	"OG_Cluster_282"	"Pathway_Cluster_15"	-0.952380952380953	0.693238811728395	0.9590846338111
"105"	"OG_Cluster_424"	"Pathway_Cluster_36"	-0.952380952380953	0.693238811728395	0.9590846338111
"106"	"OG_Cluster_540"	"Pathway_Cluster_19"	-0.952380952380953	0.712761707999162	0.9590846338111
"107"	"OG_Cluster_294"	"Pathway_Cluster_55"	-0.952380952380953	0.735764859879812	0.9590846338111
"108"	"OG_Cluster_209"	"Pathway_Cluster_45"	-0.952380952380953	0.735764859879812	0.9590846338111
"109"	"OG_Cluster_445"	"Pathway_Cluster_9"	0.952380952380953	0.735764859879812	0.9590846338111
"110"	"OG_Cluster_211"	"Pathway_Cluster_62"	-0.952380952380953	0.77888572605238	0.966550162602173
"111"	"OG_Cluster_191"	"Pathway_Cluster_37"	0.952380952380953	0.822505430203611	0.968430250574552
"112"	"OG_Cluster_369"	"Pathway_Cluster_56"	0.952380952380953	0.822505430203611	0.968430250574552
"113"	"OG_Cluster_50"	"Pathway_Cluster_96"	-0.952380952380953	0.866526270675909	0.970941531004062
"114"	"OG_Cluster_394"	"Pathway_Cluster_77"	-0.952380952380953	0.866526270675909	0.970941531004062
"115"	"OG_Cluster_12"	"Pathway_Cluster_49"	-0.952380952380953	0.910849168519584	0.970941531004062
"116"	"OG_Cluster_318"	"Pathway_Cluster_25"	-0.952380952380953	0.910849168519584	0.970941531004062
"117"	"OG_Cluster_415"	"Pathway_Cluster_58"	0.952380952380953	0.910849168519584	0.970941531004062
"118"	"OG_Cluster_484"	"Pathway_Cluster_53"	0.952380952380953	0.910849168519584	0.970941531004062
"119"	"OG_Cluster_347"	"Pathway_Cluster_43"	-0.952380952380953	0.955374011815881	0.977443577392725
"120"	"OG_Cluster_410"	"Pathway_Cluster_20"	0.952380952380953	0.955374011815881	0.977443577392725
"121"	"OG_Cluster_11"	"Pathway_Cluster_109"	0.952380952380953	0.955374011815881	0.977443577392725
"122"	"OG_Cluster_283"	"Pathway_Cluster_21"	-0.952380952380953	0.955374011815881	0.977443577392725
"123"	"OG_Cluster_11"	"Pathway_Cluster_67"	0.952380952380953	1	1
"124"	"OG_Cluster_321"	"Pathway_Cluster_47"	-0.952380952380953	1	1
"125"	"OG_Cluster_349"	"Pathway_Cluster_43"	-0.952380952380953	1	1
"126"	"OG_Cluster_325"	"Pathway_Cluster_118"	0.95150257112482	0.119529806138793	0.779718823100034
"127"	"OG_Cluster_70"	"Pathway_Cluster_118"	0.95150257112482	0.319888641228816	0.901775951661148
"128"	"OG_Cluster_271"	"Pathway_Cluster_117"	0.95150257112482	0.570156320815768	0.942937342912275
"129"	"OG_Cluster_300"	"Pathway_Cluster_114"	-0.95150257112482	0.610344415645267	0.951701809545284
"130"	"OG_Cluster_659"	"Pathway_Cluster_94"	-0.95150257112482	0.670344277246939	0.9590846338111
"131"	"OG_Cluster_369"	"Pathway_Cluster_118"	-0.95150257112482	0.735764859879812	0.9590846338111
"132"	"OG_Cluster_64"	"Pathway_Cluster_117"	0.95150257112482	0.910849168519584	0.970941531004062
"133"	"OG_Cluster_611"	"Pathway_Cluster_113"	-0.946124746911475	0.0709876543209875	0.721463889980826
"134"	"OG_Cluster_227"	"Pathway_Cluster_108"	-0.946124746911475	0.119529806138793	0.779718823100034
"135"	"OG_Cluster_20"	"Pathway_Cluster_112"	-0.946124746911475	0.232935534650098	0.86472944702243
"136"	"OG_Cluster_514"	"Pathway_Cluster_101"	-0.946124746911475	0.232935534650098	0.86472944702243
"137"	"OG_Cluster_92"	"Pathway_Cluster_113"	-0.946124746911475	0.455644890737582	0.931163119282877
"138"	"OG_Cluster_446"	"Pathway_Cluster_85"	0.946124746911475	0.455644890737582	0.931163119282877
"139"	"OG_Cluster_10"	"Pathway_Cluster_113"	0.946124746911475	0.530922861565801	0.942937342912275
